UCASSNAME,bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,bb15,GSC,ID
UCASS I,10,92,208,328,451,578,708,842,979,1119,1263,1411,1562,1716,1874,4095,1.00,1
UCASSNAME,bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,bb15,GSC,ID
UCASS J,33,72,126,193,289,418,583,788,1040,1345,1691,2079,2483,2916,3398,4095,1.00,3
GPS_fix,GPS_satellites,GPS_PDOP,GPS_HDOP,GPS_VDOP,GPS_Date,GPS_Time[UTC],GPS_Time_dec[UTC],GPS_Longitude,GPS_Latitude,GPS_Altitude[m],temp,hum,UCASS_ID,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b1tof,b3tof,b5tof,b7tof,period,csum,glitch,longtof,rejrat,UCASS_ID.1,b0.1,b1.1,b2.1,b3.1,b4.1,b5.1,b6.1,b7.1,b8.1,b9.1,b10.1,b11.1,b12.1,b13.1,b14.1,b15.1,b1tof.1,b3tof.1,b5tof.1,b7tof.1,period.1,csum.1,glitch.1,longtof.1,rejrat.1,AP_Alt(m),AP_BaroAlt(m),AP_BaroTemp,AP_BaroPressure,AP_airSpeed(cm/s),AP_velX(m/s),AP_velY(m/s),AP_velZ(m/s),AP_SOG(m/s),AP_COG(deg),AP_heading(deg)
1,12,0.69,0.9,0.9,10/07/26,08:22:22,82222.0,333810316,351413683,185.8,84.07,61.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.7,0.96,0.96,10/07/26,08:22:23,82223.0,333810316,351413700,185.8,81.21,49.59,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,32380,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,0.96,0.96,10/07/26,08:22:24,82224.0,333810316,351413700,185.8,59.22,57.81,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,32379,4,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,0.96,0.96,10/07/26,08:22:25,82225.0,333810316,351413700,185.9,51.32,51.64,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,32379,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,0.96,0.96,10/07/26,08:22:26,82226.0,333810316,351413716,186.0,56.4,55.35,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,32380,2,1,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123,32380,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,0.96,0.96,10/07/26,08:22:27,82227.0,333810300,351413716,185.9,71.79,55.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.72,0.9,0.9,10/07/26,08:22:28,82228.0,333810300,351413716,185.9,69.97,73.15,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,32379,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.72,0.9,0.9,10/07/26,08:22:29,82229.0,333810300,351413733,186.0,80.21,75.61,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,32378,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.72,0.9,0.9,10/07/26,08:22:30,82230.0,333810300,351413733,186.1,61.51,68.56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,32379,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.72,0.9,0.9,10/07/26,08:22:31,82231.0,333810300,351413733,186.3,78.15,71.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.76,0.99,0.99,10/07/26,08:22:32,82232.0,333810300,351413716,186.3,81.74,57.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,32379,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:22:33,82233.0,333810283,351413733,186.3,66.35,72.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:22:34,82234.0,333810300,351413733,186.6,62.92,65.06,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,32379,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.72,0.9,0.9,10/07/26,08:22:35,82235.0,333810283,351413733,186.5,71.71,61.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,0.96,0.96,10/07/26,08:22:36,82236.0,333810283,351413733,186.7,70.98,88.86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,32377,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,1.0,1.0,10/07/26,08:22:37,82237.0,333810283,351413716,186.5,95.23,73.64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,32380,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:22:38,82238.0,333810283,351413716,186.6,103.05,57.93,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,1.0,1.0,10/07/26,08:22:39,82239.0,333810300,351413716,186.6,86.13,85.92,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,32381,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:40,82240.0,333810300,351413716,186.7,104.38,67.8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,32380,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:41,82241.0,333810283,351413716,186.7,75.21,54.3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,32375,3,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32376,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:22:42,82242.0,333810283,351413733,186.9,83.15,83.31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,32380,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:22:43,82243.0,333810283,351413733,187.1,95.19,95.43,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,32380,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,32380,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,0.92,0.92,10/07/26,08:22:44,82244.0,333810300,351413733,187.2,88.14,63.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:45,82245.0,333810300,351413733,187.2,87.9,82.7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,32377,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:46,82246.0,333810300,351413750,187.2,86.25,80.69,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164,218,0,0,32379,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.72,1.01,1.01,10/07/26,08:22:47,82247.0,333810316,351413750,187.2,77.02,49.31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,32381,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:48,82248.0,333810316,351413750,187.2,89.15,75.49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,32379,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.78,0.95,0.95,10/07/26,08:22:49,82249.0,333810316,351413750,187.3,104.17,64.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,1.0,1.0,10/07/26,08:22:50,82250.0,333810333,351413733,187.4,108.36,73.64,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,188,249,0,0,32378,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:51,82251.0,333810300,351413750,187.1,87.98,78.83,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,32379,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:52,82252.0,333810283,351413766,187.0,69.97,56.32,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,32378,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:53,82253.0,333810250,351413783,186.8,89.03,77.3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,32381,4,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,32381,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:54,82254.0,333810233,351413800,186.8,85.8,59.82,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,196,230,0,0,32377,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:55,82255.0,333810233,351413800,186.8,60.55,34.16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,32381,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:56,82256.0,333810200,351413816,186.7,54.22,57.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,32378,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:57,82257.0,333810183,351413833,186.4,73.84,68.56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,32378,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.92,0.92,10/07/26,08:22:58,82258.0,333810166,351413850,186.3,42.9,71.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.76,0.92,0.92,10/07/26,08:22:59,82259.0,333810150,351413850,186.2,77.99,56.48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,32380,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.74,0.91,0.91,10/07/26,08:23:00,82300.0,333810150,351413850,186.2,69.81,73.72,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,32379,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.74,0.91,0.91,10/07/26,08:23:01,82301.0,333810150,351413850,186.2,43.99,56.24,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,32378,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.74,0.91,0.91,10/07/26,08:23:02,82302.0,333810133,351413833,186.0,75.98,56.72,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,32380,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,32380,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.74,0.92,0.92,10/07/26,08:23:03,82303.0,333810133,351413833,186.0,79.64,78.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:04,82304.0,333810133,351413833,185.8,87.29,63.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:05,82305.0,333810150,351413833,185.7,80.77,66.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:06,82306.0,333810150,351413833,185.6,81.01,51.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,0.92,0.92,10/07/26,08:23:07,82307.0,333810166,351413833,185.9,85.97,67.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:08,82308.0,333810166,351413833,186.1,89.55,78.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:09,82309.0,333810166,351413833,186.1,81.7,51.93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,32378,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:10,82310.0,333810166,351413833,186.1,76.06,81.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:11,82311.0,333810166,351413833,186.3,98.94,85.44,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,32379,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:12,82312.0,333810183,351413850,186.4,77.95,56.6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,32378,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:13,82313.0,333810183,351413850,186.3,63.17,54.62,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,32380,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:14,82314.0,333810183,351413833,186.2,64.13,70.86,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,32379,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:15,82315.0,333810166,351413833,186.2,56.16,78.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:16,82316.0,333810150,351413833,186.0,52.33,67.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:17,82317.0,333810150,351413833,185.8,66.75,72.39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,32381,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:18,82318.0,333810150,351413833,185.6,79.48,51.24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,32378,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:19,82319.0,333810150,351413850,185.7,78.07,81.41,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,32378,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.7,0.96,0.96,10/07/26,08:23:20,82320.0,333810150,351413850,185.7,76.38,70.62,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,32382,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:21,82321.0,333810150,351413850,185.7,72.67,59.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:22,82322.0,333810150,351413833,185.6,96.28,83.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:23,82323.0,333810150,351413833,185.6,89.87,76.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,12,0.7,0.96,0.96,10/07/26,08:23:24,82324.0,333810166,351413833,185.7,93.18,79.04,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,32378,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:25,82325.0,333810166,351413833,185.9,72.47,40.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:26,82326.0,333810166,351413833,185.8,54.18,63.89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,32379,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:27,82327.0,333810166,351413833,185.9,64.01,62.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.69,0.9,0.9,10/07/26,08:23:28,82328.0,333810166,351413850,186.0,72.31,63.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.7,0.96,0.96,10/07/26,08:23:29,82329.0,333810150,351413850,185.9,74.97,61.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.7,0.96,0.96,10/07/26,08:23:30,82330.0,333810166,351413850,185.7,77.47,67.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.73,1.0,1.0,10/07/26,08:23:31,82331.0,333810166,351413850,185.6,79.08,73.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.72,0.97,0.97,10/07/26,08:23:32,82332.0,333810166,351413850,185.6,64.25,47.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.71,0.91,0.91,10/07/26,08:23:33,82333.0,333810166,351413850,185.5,65.62,72.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.79,0.94,0.94,10/07/26,08:23:34,82334.0,333810166,351413833,185.4,81.25,72.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
