Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330210304
Firmware Version,1.4
Calibration Date,2021/01/14
Protocol Name_Number,TEST_015
Test Start Time,06:40:45
Test Start Date,2026/07/10
Test Length [D:H:M:S],0:3:17:30
Sample Interval [H:M:S],0:0:5
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),7.705
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.600
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,
Number of Samples,2370
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
6165,1570,276,69,25,15,16,10,8,9,5,2,5,4,0,0,0,0,0.012618,41.213,0.000,99.028,,,
6170,1533,287,78,32,16,22,13,7,9,6,3,3,1,1,0,1,0,0.012683,41.213,0.000,99.028,,,
6175,1516,304,89,45,17,9,12,13,11,6,10,3,2,1,1,1,1,0.013214,41.255,0.000,99.035,,,
6180,1568,301,87,22,16,12,7,15,5,6,3,3,1,1,0,0,0,0.012822,41.255,0.000,99.035,,,
6185,1590,332,86,25,17,17,13,21,3,2,5,0,1,0,1,0,0,0.013484,41.277,0.000,99.028,,,
6190,1563,317,73,37,6,21,11,9,13,7,1,4,3,3,2,1,0,0.013258,41.277,0.000,99.041,,,
6195,1721,354,92,26,12,15,6,21,11,6,5,2,2,2,1,0,1,0.014647,41.302,0.000,99.028,,,
6200,1845,386,82,21,13,15,9,13,8,7,2,7,1,1,1,1,2,0.015147,41.319,0.000,99.035,,,
6205,1778,380,91,22,21,16,13,8,9,5,3,1,2,2,1,3,1,0.015078,41.328,0.000,99.028,,,
6210,1686,349,86,33,14,10,4,14,16,6,5,3,0,3,1,0,2,0.014266,41.362,0.000,99.028,,,
6215,1702,353,69,22,18,19,12,20,16,5,1,4,3,1,0,3,0,0.014333,41.362,0.000,99.035,,,
6220,1702,376,75,32,18,10,11,10,10,7,5,1,3,2,1,1,0,0.014365,41.379,0.000,99.028,,,
6225,1705,372,95,25,18,15,12,14,9,3,4,3,3,1,0,2,0,0.014644,41.383,0.000,99.035,,,
6230,1599,358,90,32,22,14,12,22,7,6,6,5,3,1,1,0,0,0.013908,41.417,0.000,99.028,,,
6235,1627,351,80,18,15,27,7,12,14,7,3,2,1,1,0,0,1,0.013880,41.426,0.000,99.028,,,
6240,1685,324,83,28,18,16,10,14,8,6,1,1,4,0,0,1,0,0.013822,41.434,0.000,99.035,,,
6245,1644,314,93,28,20,18,9,16,14,2,5,3,2,2,0,1,0,0.013739,41.447,0.000,99.028,,,
6250,1571,320,80,37,26,24,9,10,11,4,2,1,2,2,0,1,0,0.013331,41.447,0.000,99.035,,,
6255,1639,321,98,26,18,20,10,13,9,3,6,3,3,4,1,0,0,0.013815,41.489,0.000,99.035,,,
6260,1745,302,97,36,14,21,13,16,10,9,3,7,0,1,1,0,0,0.014440,41.489,0.000,99.028,,,
6265,1695,310,96,23,14,20,9,7,11,5,7,5,0,4,1,1,0,0.014062,41.502,0.000,99.035,,,
6270,1636,344,79,35,20,14,12,11,11,6,6,4,3,2,1,1,1,0.013949,41.511,0.000,99.028,,,
6275,1701,352,87,30,20,14,16,14,10,8,5,3,2,2,1,1,0,0.014390,41.528,0.000,99.028,,,
6280,1586,315,100,44,15,27,10,10,12,5,4,7,2,2,0,2,0,0.013712,41.553,0.000,99.035,,,
6285,1631,345,95,33,19,15,9,25,6,6,7,3,0,0,2,0,0,0.013955,41.553,0.000,99.028,,,
6290,1600,356,86,28,16,21,12,12,10,6,3,6,3,1,0,1,0,0.013939,41.570,0.000,99.028,,,
6295,1615,311,91,31,19,21,12,16,9,2,3,4,3,1,2,1,0,0.013713,41.574,0.000,99.028,,,
6300,1599,327,85,23,16,24,15,20,10,5,5,1,4,1,1,3,0,0.013663,41.600,0.000,99.041,,,
6305,1566,311,64,29,22,19,9,12,10,11,2,1,3,0,0,1,0,0.013185,41.617,0.000,99.028,,,
6310,1640,360,109,23,18,17,9,19,10,8,4,1,1,0,1,0,0,0.014283,41.617,0.000,99.028,,,
6315,1632,321,105,33,14,25,10,13,14,5,3,5,3,2,2,0,0,0.014008,41.634,0.000,99.041,,,
6320,1590,298,101,25,18,24,10,11,12,9,2,2,2,1,2,1,1,0.013514,41.638,0.000,99.028,,,
6325,1579,334,94,33,23,19,9,19,11,3,6,4,3,1,0,1,1,0.013772,41.655,0.000,99.028,,,
6330,1631,365,85,28,13,19,6,13,11,4,5,2,1,2,0,0,0,0.013747,41.681,0.000,99.028,,,
6335,1709,326,101,33,14,18,13,16,10,6,6,0,2,0,0,0,0,0.014466,41.681,0.000,99.028,,,
6340,1655,303,109,37,10,29,8,19,11,3,2,3,0,2,0,0,1,0.013948,41.685,0.000,99.035,,,
6345,1662,326,92,41,24,15,12,12,12,8,1,8,2,3,1,3,1,0.014341,41.702,0.000,99.028,,,
6350,1694,329,81,34,27,14,11,14,8,4,6,2,1,1,2,1,0,0.014184,41.702,0.000,99.028,,,
6355,1733,351,102,43,30,27,10,10,9,5,2,4,6,1,1,1,1,0.014971,41.719,0.000,99.035,,,
6360,1589,335,92,26,19,17,11,6,8,6,6,2,0,1,1,2,0,0.013639,41.736,0.000,99.028,,,
6365,1566,353,87,35,22,16,12,14,14,3,6,2,2,1,3,1,1,0.013788,41.745,0.000,99.028,,,
6370,1624,319,112,45,17,18,11,9,8,7,4,4,2,2,1,0,0,0.013968,41.762,0.000,99.028,,,
6375,1622,349,93,31,15,23,8,10,10,12,11,3,2,1,0,0,0,0.013939,41.766,0.000,99.041,,,
6380,1645,342,90,29,19,25,16,15,12,6,10,1,2,1,1,2,0,0.014179,41.783,0.000,99.035,,,
6385,1607,346,109,32,22,17,16,12,8,6,4,2,0,0,0,2,0,0.014038,41.809,0.000,99.028,,,
6390,1659,327,100,32,17,20,14,15,10,10,2,4,3,2,0,0,1,0.014093,41.809,0.000,99.041,,,
6395,1663,333,80,30,17,17,10,13,18,4,2,3,2,0,0,1,0,0.013835,41.821,0.000,99.035,,,
6400,1607,356,92,32,20,21,8,19,13,7,5,2,0,1,2,0,0,0.013989,41.830,0.000,99.041,,,
6405,1664,328,97,27,20,15,12,18,12,3,8,3,1,0,1,0,0,0.014098,41.830,0.000,99.028,,,
6410,1660,372,102,30,10,12,14,17,7,6,5,4,3,3,0,3,0,0.014428,41.872,0.000,99.028,,,
6415,1720,345,97,35,17,17,15,13,10,9,5,3,2,1,0,0,0,0.014456,41.872,0.000,99.035,,,
6420,1687,326,104,25,14,25,9,9,13,10,0,7,3,3,0,0,0,0.014253,41.881,0.000,99.035,,,
6425,1760,329,87,29,18,17,14,21,9,9,1,4,1,1,1,2,1,0.014619,41.894,0.000,99.035,,,
6430,1686,356,116,35,16,15,12,14,12,7,4,3,2,1,0,2,0,0.014663,41.902,0.000,99.028,,,
6435,1745,322,85,35,19,22,10,25,7,4,8,2,4,1,2,0,2,0.014567,41.936,0.000,99.035,,,
6440,1662,344,101,33,11,23,15,11,18,11,5,5,2,2,4,3,0,0.014671,41.936,0.000,99.028,,,
6445,1636,346,93,35,20,17,12,21,12,4,9,5,4,0,3,2,0,0.014253,41.962,0.000,99.035,,,
6450,1594,326,95,21,14,23,11,23,8,9,7,6,2,4,0,1,1,0.013807,41.979,0.000,99.022,,,
6455,1699,387,102,34,19,25,7,18,11,8,5,1,3,1,1,0,0,0.014946,41.979,0.000,99.028,,,
6460,1601,301,82,29,19,19,11,12,15,8,4,3,0,0,0,2,0,0.013419,42.000,0.000,99.035,,,
6465,1873,393,107,34,17,18,10,14,7,5,6,2,3,2,0,2,1,0.016008,42.000,0.000,99.035,,,
6470,1783,392,95,39,16,18,10,8,11,6,2,4,1,1,0,1,1,0.015262,42.018,0.000,99.028,,,
6475,1781,374,86,26,22,10,13,15,6,8,3,1,1,3,0,0,1,0.014942,42.044,0.000,99.035,,,
6480,1739,390,115,41,20,18,16,16,9,9,5,2,2,2,3,1,0,0.015411,42.049,0.000,99.028,,,
6485,1788,387,95,49,13,14,10,18,12,7,3,4,2,7,1,3,3,0.015399,42.067,0.000,99.035,,,
6490,1671,330,88,39,12,16,14,20,9,18,6,4,2,0,2,0,0,0.014239,42.067,0.000,99.035,,,
6495,1720,340,82,29,20,25,10,10,9,7,5,3,2,0,0,1,0,0.014357,42.102,0.000,99.035,,,
6500,1702,353,99,32,15,19,10,21,5,5,2,2,1,2,0,1,0,0.014415,42.111,0.000,99.035,,,
6505,1720,338,86,39,20,19,10,17,14,6,5,7,1,0,2,1,0,0.014425,42.116,0.000,99.028,,,
6510,1749,349,107,42,15,19,20,16,9,6,8,7,1,3,1,1,1,0.015103,42.133,0.000,99.041,,,
6515,1712,355,104,42,10,26,9,17,13,7,2,4,1,3,0,0,0,0.014683,42.133,0.000,99.028,,,
6520,1654,330,92,26,15,18,14,26,11,4,3,4,2,1,3,0,1,0.014200,42.178,0.000,99.028,,,
6525,1679,359,93,27,24,11,15,8,13,6,3,3,3,1,2,0,1,0.014393,42.178,0.000,99.035,,,
6530,1656,318,85,38,24,20,11,19,9,2,5,3,1,3,1,0,1,0.013974,42.178,0.000,99.035,,,
6535,1642,344,81,37,19,25,13,18,11,8,8,3,2,0,0,4,1,0.014449,42.200,0.000,99.028,,,
6540,1613,331,98,31,16,16,10,23,9,6,4,3,3,3,1,0,1,0.013868,42.200,0.000,99.035,,,
6545,1684,344,86,35,21,16,7,20,5,7,2,1,2,3,0,0,1,0.014286,42.227,0.000,99.035,,,
6550,1632,319,103,34,15,18,10,15,6,4,2,4,1,4,1,0,0,0.013842,42.244,0.000,99.028,,,
6555,1693,343,93,37,13,21,10,13,7,10,5,4,0,1,1,1,1,0.014372,42.267,0.000,99.028,,,
6560,1678,357,90,33,13,23,16,23,17,3,2,1,0,0,1,4,1,0.014373,42.267,0.000,99.028,,,
6565,1711,319,98,36,19,23,11,14,9,9,5,2,0,1,0,0,0,0.014484,42.284,0.000,99.035,,,
6570,1646,340,94,29,14,21,10,12,13,5,8,0,0,2,1,1,0,0.014062,42.311,0.000,99.041,,,
6575,1632,314,91,38,15,11,11,15,15,8,3,5,4,1,1,0,0,0.013877,42.316,0.000,99.028,,,
6580,1729,337,96,24,22,24,15,13,13,8,3,2,2,1,0,2,0,0.014652,42.333,0.000,99.035,,,
6585,1685,351,100,37,19,16,6,11,6,4,1,2,5,3,0,0,2,0.014312,42.333,0.000,99.053,,,
6590,1507,308,81,38,20,15,11,11,6,4,4,2,2,2,0,1,0,0.012858,42.369,0.000,99.028,,,
6595,1656,321,103,40,21,16,15,20,13,7,4,5,3,3,1,4,0,0.014381,42.378,0.000,99.028,,,
6600,1640,319,99,27,22,16,21,16,8,6,4,2,3,2,0,1,0,0.013991,42.387,0.000,99.028,,,
6605,1751,337,92,33,16,16,10,18,10,6,7,5,5,2,0,2,0,0.014766,42.400,0.000,99.028,,,
6610,1801,368,93,44,15,28,12,21,11,2,3,1,3,3,0,0,0,0.015397,42.418,0.000,99.035,,,
6615,1770,364,119,39,21,19,10,13,22,8,4,5,6,1,2,0,0,0.015542,42.444,0.000,99.035,,,
6620,1706,367,94,37,25,20,12,22,9,11,1,2,3,3,3,0,2,0.014997,42.444,0.000,99.035,,,
6625,1803,352,89,29,19,24,11,21,13,9,6,1,0,1,2,1,0,0.015147,42.449,0.000,99.035,,,
6630,1694,344,93,43,24,22,15,14,12,6,5,2,2,0,0,0,0,0.014617,42.467,0.000,99.035,,,
6635,1838,358,100,37,27,20,14,18,11,7,5,0,2,2,0,2,0,0.015584,42.467,0.000,99.035,,,
6640,1757,384,116,45,24,23,13,16,11,5,8,5,6,2,1,2,0,0.015674,42.493,0.000,99.035,,,
6645,1769,360,106,38,23,24,13,21,16,6,4,3,1,5,0,1,1,0.015281,42.511,0.000,99.041,,,
6650,1795,348,102,32,31,23,13,16,8,9,9,8,3,1,1,1,0,0.015325,42.516,0.000,99.035,,,
6655,1796,384,88,35,18,19,14,16,11,1,1,1,3,3,1,2,0,0.015229,42.529,0.000,99.035,,,
6660,1742,335,90,42,21,18,13,18,10,11,7,2,4,1,1,0,0,0.014804,42.533,0.000,99.028,,,
6665,1772,344,109,34,16,24,10,16,8,5,7,2,5,1,0,1,0,0.015004,42.533,0.000,99.035,,,
6670,1717,364,104,35,25,22,12,18,5,4,7,4,2,1,1,0,0,0.014882,42.569,0.000,99.041,,,
6675,1875,405,113,34,23,14,8,20,13,5,4,3,2,2,0,1,0,0.016145,42.578,0.000,99.028,,,
6680,1945,385,105,23,20,25,8,19,14,9,3,1,3,1,1,0,0,0.016269,42.587,0.000,99.035,,,
6685,1852,368,124,45,19,26,7,15,12,5,5,4,2,1,1,1,1,0.015934,42.622,0.000,99.028,,,
6690,2008,444,111,34,16,20,12,17,4,7,4,3,3,3,2,0,0,0.017239,42.622,0.000,99.047,,,
6695,1866,410,116,52,21,29,11,13,18,5,5,3,3,0,2,0,0,0.016608,42.627,0.000,99.047,,,
6700,1839,388,118,40,20,22,16,20,12,5,6,2,5,2,1,1,0,0.016122,42.644,0.000,99.041,,,
6705,1760,370,120,44,25,29,9,16,10,8,7,4,2,1,2,0,1,0.015652,42.644,0.000,99.035,,,
6710,1733,349,103,26,25,20,15,18,9,6,4,2,2,0,0,2,0,0.014870,42.653,0.000,99.035,,,
6715,1794,378,84,35,24,34,13,14,13,13,2,1,3,3,1,1,0,0.015306,42.689,0.000,99.041,,,
6720,1774,357,84,34,18,20,18,12,9,4,3,2,3,4,1,2,0,0.014963,42.689,0.000,99.041,,,
6725,1763,390,115,35,24,22,13,14,11,3,10,1,0,1,0,2,0,0.015491,42.693,0.000,99.053,,,
6730,1809,397,122,34,25,19,15,24,11,10,8,5,3,2,4,3,0,0.016343,42.711,0.000,99.053,,,
6735,1732,347,107,50,17,29,16,16,21,6,3,3,2,0,2,0,1,0.015112,42.711,0.000,99.047,,,
6740,1748,399,111,43,26,27,16,25,16,11,1,0,2,4,2,1,2,0.015852,42.720,0.000,99.041,,,
6745,1759,381,114,36,24,26,15,19,8,7,4,2,2,1,1,1,0,0.015466,42.756,0.000,99.047,,,
6750,1664,378,114,37,21,15,15,15,14,5,5,6,2,2,1,0,1,0.014839,42.756,0.000,99.053,,,
6755,1737,344,91,47,20,22,15,20,12,4,6,3,2,1,1,3,0,0.014842,42.756,0.000,99.041,,,
6760,1622,351,99,41,19,14,14,14,11,10,6,1,3,3,1,1,0,0.014275,42.769,0.000,99.041,,,
6765,1776,361,105,34,22,17,17,22,13,11,4,8,0,2,2,0,2,0.015503,42.778,0.000,99.028,,,
6770,1735,360,114,39,20,25,12,15,11,5,2,2,3,1,1,2,0,0.015068,42.778,0.000,99.047,,,
6775,1714,389,104,34,11,20,11,18,17,9,6,2,4,3,0,0,0,0.015048,42.796,0.000,99.053,,,
6780,1713,358,115,36,20,27,8,18,6,4,3,6,4,0,0,0,0,0.014965,42.822,0.000,99.047,,,
6785,1796,360,108,35,26,15,12,22,11,10,6,2,1,1,2,0,0,0.015530,42.822,0.000,99.028,,,
6790,1925,406,117,34,18,25,9,19,12,5,5,4,2,4,0,1,0,0.016718,42.831,0.000,99.047,,,
6795,2179,553,150,41,19,24,13,20,13,2,6,1,3,2,1,1,0,0.019669,42.844,0.000,99.041,,,
6800,2543,695,197,30,27,24,11,16,18,6,6,2,3,2,1,0,0,0.023301,42.844,0.000,99.047,,,
6805,2557,623,142,55,18,31,17,17,13,8,4,5,2,3,5,0,1,0.022366,42.844,0.000,99.041,,,
6810,2176,433,107,44,20,20,19,26,11,10,3,2,1,0,1,1,0,0.018338,42.889,0.000,99.053,,,
6815,2032,498,111,42,25,19,9,17,7,10,0,3,5,1,0,0,0,0.017678,42.889,0.000,99.060,,,
6820,2013,446,109,37,19,25,9,10,19,7,7,4,3,2,2,1,0,0.017448,42.893,0.000,99.047,,,
6825,1808,338,100,40,23,24,14,16,11,10,7,1,5,1,0,0,0,0.015214,42.911,0.000,99.053,,,
6830,1781,350,103,43,16,20,17,17,7,5,4,1,2,2,1,0,0,0.015124,42.911,0.000,99.060,,,
6835,1626,322,88,36,16,28,16,15,6,8,4,2,1,1,2,1,0,0.013840,42.929,0.000,99.047,,,
6840,1639,361,111,43,16,27,15,10,9,8,9,2,1,1,1,0,0,0.014529,42.956,0.000,99.060,,,
6845,1664,351,90,27,25,16,9,18,7,7,10,4,0,2,0,1,0,0.014392,42.956,0.000,99.053,,,
6850,1616,300,87,22,21,16,13,22,13,10,2,3,1,4,2,2,1,0.013534,42.969,0.000,99.053,,,
6855,1625,318,88,27,22,15,10,13,6,8,2,1,2,3,2,0,0,0.013589,42.978,0.000,99.053,,,
6860,1611,339,68,28,11,20,9,16,12,2,3,4,5,1,2,2,0,0.013390,42.978,0.000,99.041,,,
6865,1594,298,80,23,18,21,11,9,10,7,7,1,1,0,1,0,0,0.013216,43.013,0.000,99.047,,,
6870,1619,314,78,31,26,16,10,17,15,8,3,2,1,2,0,0,0,0.013606,43.022,0.000,99.053,,,
6875,1582,310,68,21,19,12,12,13,11,2,3,2,2,3,0,1,0,0.012908,43.022,0.000,99.047,,,
6880,1612,313,87,21,15,21,12,16,12,7,4,0,0,1,1,0,0,0.013358,43.031,0.000,99.053,,,
6885,1564,286,77,33,14,14,11,14,11,7,4,6,0,3,0,3,1,0.012970,43.044,0.000,99.053,,,
6890,1601,286,73,24,11,13,14,12,7,7,2,1,1,0,1,2,0,0.012883,43.044,0.000,99.047,,,
6895,1532,298,90,23,21,15,9,10,12,7,2,3,3,1,1,1,0,0.012856,43.044,0.000,99.047,,,
6900,1608,271,73,22,14,15,9,19,12,5,4,3,1,1,1,1,0,0.012982,43.071,0.000,99.060,,,
6905,1654,297,77,28,17,13,11,15,16,5,4,3,0,2,1,2,0,0.013362,43.089,0.000,99.053,,,
6910,1598,288,77,30,14,11,10,16,9,4,1,2,2,2,0,0,1,0.012992,43.089,0.000,99.047,,,
6915,1612,298,78,27,18,13,11,17,10,6,5,0,6,3,0,1,0,0.013152,43.089,0.000,99.053,,,
6920,1496,277,62,34,9,17,10,6,10,3,1,3,2,0,1,1,1,0.012207,43.111,0.000,99.047,,,
6925,1569,284,68,37,16,25,13,22,13,7,3,4,2,2,1,3,1,0.012635,43.111,0.000,99.047,,,
6930,1623,249,73,36,13,20,12,13,6,5,4,4,1,1,1,1,0,0.013466,43.111,0.000,99.053,,,
6935,1592,313,80,29,19,18,16,20,12,8,1,6,0,1,0,0,0,0.013267,43.138,0.000,99.053,,,
6940,1585,294,78,21,11,10,10,19,12,8,0,1,3,1,1,2,0,0.012834,43.156,0.000,99.047,,,
6945,1565,290,68,24,12,20,6,11,7,5,5,5,1,1,1,1,1,0.012763,43.156,0.000,99.047,,,
6950,1588,287,81,26,12,12,10,12,12,11,2,2,1,3,1,0,0,0.012919,43.173,0.000,99.053,,,
6955,1647,293,79,27,24,12,11,10,10,5,4,2,5,1,0,1,1,0.013314,43.178,0.000,99.060,,,
6960,1515,286,71,29,12,19,6,17,15,5,3,3,2,0,2,0,2,0.012440,43.178,0.000,99.053,,,
6965,1608,323,72,30,14,10,11,18,11,6,3,4,2,0,0,0,0,0.013288,43.213,0.000,99.053,,,
6970,1648,271,74,32,10,26,15,20,7,3,2,4,2,1,1,1,0,0.013188,43.222,0.000,99.053,,,
6975,1620,310,64,19,17,14,11,17,9,3,5,2,1,1,0,2,0,0.013132,43.222,0.000,99.060,,,
6980,1651,317,76,29,12,18,12,15,8,7,2,2,1,0,0,0,0,0.013504,43.249,0.000,99.047,,,
6985,1612,290,62,19,20,19,19,16,8,9,2,2,2,3,2,1,0,0.013069,43.267,0.000,99.053,,,
6990,1586,316,65,21,10,16,23,7,9,6,4,2,2,1,0,1,0,0.013115,43.280,0.000,99.053,,,
6995,1579,283,70,31,13,11,11,11,7,4,5,4,4,0,1,1,0,0.012699,43.289,0.000,99.047,,,
7000,1579,268,73,27,13,24,12,4,12,4,4,5,2,1,1,1,0,0.012881,43.298,0.000,99.053,,,
7005,1580,280,72,25,22,13,9,15,11,3,3,3,4,2,0,0,0,0.012633,43.333,0.000,99.053,,,
7010,1523,251,67,26,14,5,8,12,7,7,5,1,1,2,0,2,0,0.012159,43.333,0.000,99.053,,,
7015,1559,291,65,27,13,15,12,14,9,8,4,3,5,2,0,1,0,0.012648,43.338,0.000,99.060,,,
7020,1594,281,88,23,16,22,9,15,9,5,1,2,1,0,1,2,0,0.013068,43.356,0.000,99.060,,,
7025,1564,251,55,25,10,8,9,19,10,4,4,2,1,2,0,1,1,0.012234,43.356,0.000,99.053,,,
7030,1576,261,65,18,12,13,12,16,12,9,3,4,1,2,0,0,1,0.012472,43.373,0.000,99.060,,,
7035,1531,302,73,24,15,14,9,16,10,4,5,3,0,0,1,1,1,0.012533,43.391,0.000,99.041,,,
7040,1522,292,67,19,20,15,7,8,12,4,2,3,2,2,1,0,0,0.012315,43.400,0.000,99.060,,,
7045,1523,265,76,21,15,16,15,12,12,4,4,2,4,1,0,0,1,0.012278,43.422,0.000,99.035,,,
7050,1588,289,66,18,13,18,10,16,7,7,3,1,2,2,4,0,0,0.012676,43.422,0.000,99.035,,,
7055,1568,269,61,25,14,14,9,15,7,10,3,3,2,2,0,3,0,0.012428,43.449,0.000,99.060,,,
7060,1578,271,58,27,15,14,12,18,6,5,3,3,4,2,2,0,1,0.012551,43.458,0.000,99.053,,,
7065,1597,289,61,30,9,16,19,11,8,6,2,5,3,2,0,0,0,0.012786,43.471,0.000,99.060,,,
7070,1592,272,61,27,21,22,9,11,18,13,1,6,3,4,1,1,0,0.013038,43.489,0.000,99.053,,,
7075,1554,256,66,32,17,24,8,5,7,10,3,5,2,2,1,2,0,0.012570,43.489,0.000,99.060,,,
7080,1528,273,77,28,10,8,17,11,7,7,5,1,2,2,0,3,0,0.012399,43.524,0.000,99.053,,,
7085,1539,271,58,25,12,24,9,11,13,10,4,1,2,0,0,1,1,0.012375,43.533,0.000,99.053,,,
7090,1565,241,63,31,15,29,10,13,11,9,5,1,3,1,1,2,1,0.012631,43.542,0.000,99.053,,,
7095,1576,282,77,22,15,15,11,12,9,5,5,3,4,1,1,1,0,0.012715,43.556,0.000,99.041,,,
7100,1576,285,67,22,7,19,20,7,6,5,3,4,2,0,0,0,0,0.012539,43.564,0.000,99.060,,,
7105,1623,295,78,20,16,23,9,11,11,6,8,2,0,2,0,3,1,0.013186,43.600,0.000,99.053,,,
7110,1716,292,63,33,16,19,11,17,4,2,4,3,1,2,1,0,1,0.013632,43.600,0.000,99.047,,,
7115,1532,317,79,26,16,13,6,10,5,7,4,3,3,2,1,0,0,0.012739,43.618,0.000,99.060,,,
7120,1563,270,71,14,14,15,5,10,13,4,5,2,3,0,1,0,1,0.012314,43.622,0.000,99.060,,,
7125,1566,249,60,27,27,18,11,19,9,2,3,1,2,2,2,0,0,0.012485,43.640,0.000,99.060,,,
7130,1591,249,73,30,16,16,10,13,11,6,2,5,0,0,0,2,1,0.012621,43.667,0.000,99.060,,,
7135,1568,272,44,23,12,15,10,12,9,4,6,2,1,1,0,2,0,0.012382,43.671,0.000,99.053,,,
7140,1605,292,69,24,17,19,8,5,11,5,4,0,2,2,2,1,2,0.012902,43.689,0.000,99.060,,,
7145,1567,293,70,30,11,14,10,13,10,6,3,1,2,1,0,0,1,0.012708,43.689,0.000,99.053,,,
7150,1643,255,79,19,18,14,12,20,17,9,5,2,0,1,1,0,1,0.013160,43.707,0.000,99.060,,,
7155,1545,275,71,25,17,23,7,15,12,5,12,2,1,1,2,0,0,0.012705,43.733,0.000,99.060,,,
7160,1584,279,69,21,11,17,11,21,8,13,5,4,1,1,1,0,0,0.012758,43.733,0.000,99.053,,,
7165,1512,281,62,21,16,16,11,14,7,4,6,3,1,3,1,2,0,0.012336,43.756,0.000,99.060,,,
7170,1596,277,78,31,11,19,5,8,6,5,1,0,3,0,1,1,0,0.012878,43.756,0.000,99.053,,,
7175,1550,273,56,21,14,20,6,15,4,6,4,1,1,1,2,0,0,0.012233,43.782,0.000,99.066,,,
7180,1550,297,63,22,13,19,13,9,8,7,5,2,5,0,0,0,0,0.012673,43.800,0.000,99.053,,,
7185,1548,293,83,14,11,10,5,13,10,2,5,2,1,0,2,1,0,0.012496,43.809,0.000,99.053,,,
7190,1554,281,59,22,8,11,11,10,6,6,3,3,1,0,1,1,0,0.012408,43.818,0.000,99.047,,,
7195,1565,313,65,23,11,18,11,13,4,9,4,4,4,1,4,2,0,0.012961,43.822,0.000,99.060,,,
7200,1548,273,58,31,13,17,7,11,15,14,3,4,4,2,0,1,0,0.012502,43.831,0.000,99.053,,,
7205,1574,272,62,27,17,30,12,10,8,7,5,3,1,0,2,4,0,0.012732,43.867,0.000,99.060,,,
7210,1572,315,69,22,11,21,8,14,19,9,7,2,2,2,1,1,1,0.013130,43.867,0.000,99.053,,,
7215,1561,281,72,18,23,16,7,10,8,6,5,6,2,3,1,1,0,0.012681,43.867,0.000,99.060,,,
7220,1612,325,84,27,12,12,13,17,14,6,7,1,2,3,3,0,0,0.013638,43.902,0.000,99.060,,,
7225,1575,312,57,25,15,14,14,10,10,7,3,3,1,2,2,1,0,0.012939,43.911,0.000,99.053,,,
7230,1604,311,61,30,17,16,12,9,10,12,1,1,1,0,3,0,1,0.013021,43.933,0.000,99.060,,,
7235,1570,311,68,25,11,10,8,17,8,7,5,2,1,3,1,3,0,0.012966,43.933,0.000,99.060,,,
7240,1580,333,88,21,11,9,5,11,13,3,4,1,2,1,1,0,1,0.013185,43.969,0.000,99.060,,,
7245,1728,351,75,15,14,26,19,5,10,2,5,2,3,2,0,3,1,0.014284,43.978,0.000,99.053,,,
7250,1552,340,93,30,12,26,11,5,9,8,5,3,1,1,0,0,0,0.013251,43.991,0.000,99.060,,,
7255,1573,315,67,28,14,17,8,13,10,10,3,3,2,2,1,0,1,0.012970,44.000,0.000,99.060,,,
7260,1570,311,61,22,17,19,10,13,15,15,0,2,2,0,1,2,1,0.013117,44.009,0.000,99.060,,,
7265,1562,288,80,32,16,15,11,9,10,4,6,3,2,2,0,0,0,0.012816,44.045,0.000,99.060,,,
7270,1643,327,72,23,14,14,11,21,10,7,2,1,0,0,0,0,3,0.013353,44.055,0.000,99.060,,,
7275,1614,298,86,24,14,14,8,10,9,4,3,5,0,2,0,0,1,0.013193,44.068,0.000,99.060,,,
7280,1728,369,105,32,16,16,15,16,9,5,5,3,1,2,1,2,1,0.014759,44.086,0.000,99.060,,,
7285,1704,328,79,24,15,26,8,14,13,7,6,1,3,0,0,0,1,0.014064,44.114,0.000,99.060,,,
7290,1727,316,70,29,13,13,12,16,14,5,8,2,4,1,1,1,0,0.013881,44.118,0.000,99.060,,,
7295,1632,338,85,31,9,17,5,15,7,4,3,1,2,1,1,0,1,0.013580,44.136,0.000,99.053,,,
7300,1589,293,89,27,10,17,11,11,9,5,4,3,1,0,0,1,0,0.012881,44.136,0.000,99.060,,,
7305,1569,310,87,22,11,21,14,19,4,4,5,0,6,1,1,0,0,0.013071,44.164,0.000,99.060,,,
